Algorithm,Instance,Initial_Score,Score,Number_of_Evaluations,Number_of_Performed_Moves,Number_of_Best_Solution_Updates,Solution,Optimal_Score,Optimal_Solution
simulatedAnnealing,bur26a,5850539,5445455,16675,3868,0,14 0 15 25 1 12 10 3 6 11 20 4 13 17 2 7 18 19 8 24 16 21 23 9 5 22 	,5426670,"11 15 26 7 4 13 12 2 6 18 9 5 1 21 8 14 3 20 19 10 17 25 16 24 22 23 
"
simulatedAnnealing,bur26a,5809548,5445577,14307,3052,0,14 25 3 5 6 15 1 20 11 17 4 0 19 18 7 12 13 8 2 16 24 9 10 23 21 22 	,5426670,"11 15 26 7 4 13 12 2 6 18 9 5 1 21 8 14 3 20 19 10 17 25 16 24 22 23 
"
simulatedAnnealing,bur26a,5864400,5445984,14458,2984,0,3 6 10 14 7 12 1 22 25 17 19 0 8 4 20 13 2 11 18 15 24 9 16 23 21 5 	,5426670,"11 15 26 7 4 13 12 2 6 18 9 5 1 21 8 14 3 20 19 10 17 25 16 24 22 23 
"
simulatedAnnealing,bur26a,6001214,5445993,21025,2280,0,1 2 10 11 13 23 0 25 15 7 19 18 3 6 17 14 4 8 20 21 5 12 22 9 24 16 	,5426670,"11 15 26 7 4 13 12 2 6 18 9 5 1 21 8 14 3 20 19 10 17 25 16 24 22 23 
"
simulatedAnnealing,bur26a,6015663,5446062,15847,2597,0,22 25 15 2 0 3 12 6 1 11 13 17 20 4 14 7 18 8 19 23 9 21 16 24 5 10 	,5426670,"11 15 26 7 4 13 12 2 6 18 9 5 1 21 8 14 3 20 19 10 17 25 16 24 22 23 
"
simulatedAnnealing,bur26a,5914504,5446716,15260,2725,0,15 10 12 22 1 23 0 2 3 20 6 18 17 11 13 14 4 8 19 7 5 25 9 21 24 16 	,5426670,"11 15 26 7 4 13 12 2 6 18 9 5 1 21 8 14 3 20 19 10 17 25 16 24 22 23 
"
simulatedAnnealing,bur26a,5820529,5447018,16701,4525,0,14 0 22 2 25 12 7 1 3 11 8 4 17 13 5 6 20 19 18 24 16 23 15 9 21 10 	,5426670,"11 15 26 7 4 13 12 2 6 18 9 5 1 21 8 14 3 20 19 10 17 25 16 24 22 23 
"
simulatedAnnealing,bur26a,5935024,5447078,14844,3739,0,0 6 14 2 25 11 1 5 10 17 4 7 20 19 3 12 13 18 8 16 15 23 9 24 21 22 	,5426670,"11 15 26 7 4 13 12 2 6 18 9 5 1 21 8 14 3 20 19 10 17 25 16 24 22 23 
"
simulatedAnnealing,bur26a,6240243,5447093,15235,3178,0,0 3 15 14 1 12 11 22 7 13 4 2 20 8 10 17 6 19 18 16 25 9 24 23 5 21 	,5426670,"11 15 26 7 4 13 12 2 6 18 9 5 1 21 8 14 3 20 19 10 17 25 16 24 22 23 
"
simulatedAnnealing,bur26a,5938247,5447349,16380,3397,0,10 25 7 11 17 1 3 14 2 5 8 18 20 13 12 6 19 4 0 9 21 23 16 22 15 24 	,5426670,"11 15 26 7 4 13 12 2 6 18 9 5 1 21 8 14 3 20 19 10 17 25 16 24 22 23 
"
simulatedAnnealing,bur26a,6100111,5447613,16779,5653,0,22 25 0 2 5 6 10 3 1 11 13 17 4 8 14 12 20 18 19 15 23 16 9 24 7 21 	,5426670,"11 15 26 7 4 13 12 2 6 18 9 5 1 21 8 14 3 20 19 10 17 25 16 24 22 23 
"
simulatedAnnealing,bur26a,5969682,5447798,17138,3798,0,14 2 25 15 5 12 3 20 7 11 4 0 17 13 1 6 19 8 18 16 24 23 22 9 10 21 	,5426670,"11 15 26 7 4 13 12 2 6 18 9 5 1 21 8 14 3 20 19 10 17 25 16 24 22 23 
"
simulatedAnnealing,bur26a,5961523,5447972,16066,3122,0,15 10 6 12 1 0 23 2 25 20 19 18 3 11 13 14 4 8 17 22 5 7 21 9 16 24 	,5426670,"11 15 26 7 4 13 12 2 6 18 9 5 1 21 8 14 3 20 19 10 17 25 16 24 22 23 
"
simulatedAnnealing,bur26a,5966380,5448121,14810,2456,0,0 2 14 22 5 1 3 7 6 11 4 13 8 17 25 12 19 18 20 16 15 24 9 23 10 21 	,5426670,"11 15 26 7 4 13 12 2 6 18 9 5 1 21 8 14 3 20 19 10 17 25 16 24 22 23 
"
simulatedAnnealing,bur26a,5664578,5448684,14832,2544,0,13 11 5 1 17 0 20 10 15 7 2 6 18 3 12 14 4 8 19 9 22 25 23 21 16 24 	,5426670,"11 15 26 7 4 13 12 2 6 18 9 5 1 21 8 14 3 20 19 10 17 25 16 24 22 23 
"
simulatedAnnealing,bur26a,6145961,5449909,15108,4738,0,14 20 23 6 10 1 12 11 7 13 4 8 0 2 3 25 19 17 18 16 9 24 22 15 21 5 	,5426670,"11 15 26 7 4 13 12 2 6 18 9 5 1 21 8 14 3 20 19 10 17 25 16 24 22 23 
"
simulatedAnnealing,bur26a,6015940,5450276,16906,2948,0,3 10 22 0 20 11 12 7 5 1 2 8 19 4 14 13 17 6 18 15 9 16 23 24 21 25 	,5426670,"11 15 26 7 4 13 12 2 6 18 9 5 1 21 8 14 3 20 19 10 17 25 16 24 22 23 
"
simulatedAnnealing,bur26a,5890705,5450522,17407,3542,0,5 1 11 12 17 2 25 14 10 3 8 19 13 18 22 6 0 4 20 7 21 9 16 23 24 15 	,5426670,"11 15 26 7 4 13 12 2 6 18 9 5 1 21 8 14 3 20 19 10 17 25 16 24 22 23 
"
simulatedAnnealing,bur26a,5930121,5450556,19266,3092,0,11 10 12 1 17 14 2 25 0 3 13 8 18 19 22 15 20 6 4 9 7 5 21 23 16 24 	,5426670,"11 15 26 7 4 13 12 2 6 18 9 5 1 21 8 14 3 20 19 10 17 25 16 24 22 23 
"
simulatedAnnealing,bur26a,5823347,5451535,16261,4229,0,10 25 5 11 17 2 20 6 3 1 8 0 18 13 12 14 4 7 19 9 21 22 23 16 15 24 	,5426670,"11 15 26 7 4 13 12 2 6 18 9 5 1 21 8 14 3 20 19 10 17 25 16 24 22 23 
"
simulatedAnnealing,bur26a,5807324,5451560,14580,2932,0,0 15 3 2 6 12 5 10 13 7 4 20 19 8 14 1 11 18 17 16 24 25 9 23 22 21 	,5426670,"11 15 26 7 4 13 12 2 6 18 9 5 1 21 8 14 3 20 19 10 17 25 16 24 22 23 
"
simulatedAnnealing,bur26a,6013719,5451655,16225,2656,0,0 1 14 22 20 3 12 11 5 7 4 13 8 2 25 6 19 17 18 16 15 9 23 24 10 21 	,5426670,"11 15 26 7 4 13 12 2 6 18 9 5 1 21 8 14 3 20 19 10 17 25 16 24 22 23 
"
simulatedAnnealing,bur26a,5997530,5451713,16257,3836,0,11 5 20 1 17 25 6 3 14 7 2 18 8 13 12 10 0 19 4 22 21 23 9 16 15 24 	,5426670,"11 15 26 7 4 13 12 2 6 18 9 5 1 21 8 14 3 20 19 10 17 25 16 24 22 23 
"
simulatedAnnealing,bur26a,6034478,5451903,16811,2474,0,0 10 1 14 25 21 5 22 11 13 4 8 2 20 6 18 3 19 17 16 9 15 24 23 7 12 	,5426670,"11 15 26 7 4 13 12 2 6 18 9 5 1 21 8 14 3 20 19 10 17 25 16 24 22 23 
"
simulatedAnnealing,bur26a,5990416,5452652,14500,1966,0,14 20 1 10 7 2 25 3 12 11 4 8 13 18 5 6 0 19 17 16 24 22 9 23 21 15 	,5426670,"11 15 26 7 4 13 12 2 6 18 9 5 1 21 8 14 3 20 19 10 17 25 16 24 22 23 
"
simulatedAnnealing,bur26a,6124994,5453009,19697,3819,0,15 1 14 20 7 3 12 6 2 5 18 13 4 8 10 11 17 19 0 22 9 16 24 23 21 25 	,5426670,"11 15 26 7 4 13 12 2 6 18 9 5 1 21 8 14 3 20 19 10 17 25 16 24 22 23 
"
simulatedAnnealing,bur26a,5852258,5453569,14419,1663,0,15 14 5 24 7 11 22 12 1 13 18 4 8 0 20 17 6 3 19 10 16 9 23 25 21 2 	,5426670,"11 15 26 7 4 13 12 2 6 18 9 5 1 21 8 14 3 20 19 10 17 25 16 24 22 23 
"
simulatedAnnealing,bur26a,5776498,5453836,16430,5376,0,10 25 5 12 7 3 2 11 14 20 8 0 18 13 1 6 19 17 4 9 24 22 21 23 15 16 	,5426670,"11 15 26 7 4 13 12 2 6 18 9 5 1 21 8 14 3 20 19 10 17 25 16 24 22 23 
"
simulatedAnnealing,bur26a,6056037,5454309,15119,4288,0,14 5 25 3 1 2 22 11 20 17 4 18 0 6 7 12 19 13 8 16 9 24 10 23 21 15 	,5426670,"11 15 26 7 4 13 12 2 6 18 9 5 1 21 8 14 3 20 19 10 17 25 16 24 22 23 
"
simulatedAnnealing,bur26a,5992606,5454855,17265,2816,0,0 14 3 6 1 10 12 22 7 17 4 8 19 2 5 11 13 18 20 16 24 9 15 23 21 25 	,5426670,"11 15 26 7 4 13 12 2 6 18 9 5 1 21 8 14 3 20 19 10 17 25 16 24 22 23 
"
simulatedAnnealing,bur26a,5767269,5454899,14911,3419,0,2 22 5 25 11 24 10 14 20 7 19 17 3 18 15 6 8 4 0 1 13 12 21 23 9 16 	,5426670,"11 15 26 7 4 13 12 2 6 18 9 5 1 21 8 14 3 20 19 10 17 25 16 24 22 23 
"
simulatedAnnealing,bur26a,5960422,5455611,14597,4117,0,12 20 11 2 1 5 10 14 3 7 13 4 17 19 15 6 8 0 18 9 24 22 16 21 25 23 	,5426670,"11 15 26 7 4 13 12 2 6 18 9 5 1 21 8 14 3 20 19 10 17 25 16 24 22 23 
"
simulatedAnnealing,bur26a,6075224,5457012,19407,2790,0,25 10 15 12 7 2 11 3 14 20 0 8 18 13 1 6 17 19 4 23 9 22 5 21 16 24 	,5426670,"11 15 26 7 4 13 12 2 6 18 9 5 1 21 8 14 3 20 19 10 17 25 16 24 22 23 
"
simulatedAnnealing,tai60a,8513956,7439138,85557,14503,0,36 34 54 52 37 7 3 53 23 58 21 20 26 44 12 51 18 46 9 41 57 4 19 56 38 59 47 48 17 28 15 27 43 11 42 16 6 8 35 50 49 0 39 32 30 10 31 40 14 24 33 5 13 55 25 22 1 45 29 2 	,7208572,"3 53 58 12 31 41 37 56 46 59 7 36 33 16 34 6 11 14 40 2 44 38 45 35 32 57 48 21 18 17 10 50 30 25 43 26 60 28 55 52 29 27 54 24 8 49 47 20 22 15 9 51 1 5 4 23 42 39 13 19 
"
simulatedAnnealing,tai60a,8438260,7444012,84328,12245,0,34 41 3 22 58 28 40 26 36 19 18 44 35 14 32 43 57 33 16 27 56 30 15 55 9 10 1 42 54 37 12 38 46 20 13 23 47 49 51 2 7 5 0 11 48 24 59 53 25 29 31 4 39 50 52 6 8 17 21 45 	,7208572,"3 53 58 12 31 41 37 56 46 59 7 36 33 16 34 6 11 14 40 2 44 38 45 35 32 57 48 21 18 17 10 50 30 25 43 26 60 28 55 52 29 27 54 24 8 49 47 20 22 15 9 51 1 5 4 23 42 39 13 19 
"
simulatedAnnealing,tai60a,8557802,7459060,76414,14081,0,27 10 33 32 0 25 22 14 35 52 42 20 45 44 29 17 38 49 9 18 19 8 48 24 43 21 54 11 15 13 39 26 34 12 30 53 7 55 40 16 3 47 28 59 36 2 57 6 31 46 5 41 1 50 23 37 4 51 58 56 	,7208572,"3 53 58 12 31 41 37 56 46 59 7 36 33 16 34 6 11 14 40 2 44 38 45 35 32 57 48 21 18 17 10 50 30 25 43 26 60 28 55 52 29 27 54 24 8 49 47 20 22 15 9 51 1 5 4 23 42 39 13 19 
"
simulatedAnnealing,tai60a,8473446,7469872,76390,14892,0,8 20 52 1 48 18 13 49 42 5 36 45 25 54 56 38 58 51 3 11 6 43 41 46 22 32 29 16 0 12 7 33 19 14 40 4 24 50 53 30 15 39 37 27 59 17 26 2 28 9 21 47 55 35 31 10 23 34 57 44 	,7208572,"3 53 58 12 31 41 37 56 46 59 7 36 33 16 34 6 11 14 40 2 44 38 45 35 32 57 48 21 18 17 10 50 30 25 43 26 60 28 55 52 29 27 54 24 8 49 47 20 22 15 9 51 1 5 4 23 42 39 13 19 
"
simulatedAnnealing,tai60a,8549894,7470312,83680,16103,0,36 41 50 22 20 55 25 5 57 49 33 11 59 39 27 10 38 29 0 35 19 1 16 14 40 34 8 42 3 58 23 56 6 13 51 45 4 26 15 47 18 24 28 37 12 9 53 32 21 54 2 52 7 48 30 31 46 17 43 44 	,7208572,"3 53 58 12 31 41 37 56 46 59 7 36 33 16 34 6 11 14 40 2 44 38 45 35 32 57 48 21 18 17 10 50 30 25 43 26 60 28 55 52 29 27 54 24 8 49 47 20 22 15 9 51 1 5 4 23 42 39 13 19 
"
simulatedAnnealing,tai60a,8512122,7472754,76875,16637,0,5 3 18 12 49 36 26 50 15 28 0 10 42 31 48 2 34 7 20 40 22 35 41 21 55 44 58 57 37 32 4 23 51 39 27 17 33 45 38 11 25 8 59 9 43 52 13 16 6 53 14 19 47 54 1 56 29 46 30 24 	,7208572,"3 53 58 12 31 41 37 56 46 59 7 36 33 16 34 6 11 14 40 2 44 38 45 35 32 57 48 21 18 17 10 50 30 25 43 26 60 28 55 52 29 27 54 24 8 49 47 20 22 15 9 51 1 5 4 23 42 39 13 19 
"
simulatedAnnealing,tai60a,8511002,7473384,76336,14688,0,33 35 56 39 11 38 49 2 23 4 13 34 22 42 43 21 48 28 5 32 10 59 8 16 45 44 0 29 3 41 27 9 17 15 31 12 1 46 58 53 24 51 40 37 25 20 57 54 30 26 7 6 18 36 52 14 55 19 47 50 	,7208572,"3 53 58 12 31 41 37 56 46 59 7 36 33 16 34 6 11 14 40 2 44 38 45 35 32 57 48 21 18 17 10 50 30 25 43 26 60 28 55 52 29 27 54 24 8 49 47 20 22 15 9 51 1 5 4 23 42 39 13 19 
"
simulatedAnnealing,tai60a,8563922,7476198,77466,15651,0,17 22 18 12 26 49 24 56 21 14 0 2 51 39 36 11 6 8 35 41 42 28 40 52 59 10 55 4 32 19 9 47 50 5 16 31 3 7 1 29 58 48 57 23 46 53 15 33 13 20 37 30 27 38 25 45 34 54 44 43 	,7208572,"3 53 58 12 31 41 37 56 46 59 7 36 33 16 34 6 11 14 40 2 44 38 45 35 32 57 48 21 18 17 10 50 30 25 43 26 60 28 55 52 29 27 54 24 8 49 47 20 22 15 9 51 1 5 4 23 42 39 13 19 
"
simulatedAnnealing,tai60a,8461550,7476368,93888,14836,0,33 58 48 34 43 38 39 16 18 59 23 36 20 53 32 6 37 12 10 11 22 40 4 45 9 41 50 2 21 0 19 25 1 57 8 46 14 17 35 52 3 28 51 29 42 56 15 31 30 7 54 27 49 13 5 24 26 44 55 47 	,7208572,"3 53 58 12 31 41 37 56 46 59 7 36 33 16 34 6 11 14 40 2 44 38 45 35 32 57 48 21 18 17 10 50 30 25 43 26 60 28 55 52 29 27 54 24 8 49 47 20 22 15 9 51 1 5 4 23 42 39 13 19 
"
simulatedAnnealing,tai60a,8492444,7479366,76785,17146,0,32 23 53 25 51 42 17 12 15 44 7 27 45 47 20 35 49 21 11 56 19 31 4 3 41 52 14 6 50 48 2 57 29 39 8 37 33 46 16 0 36 13 38 1 58 40 24 10 55 54 9 5 22 43 30 26 18 28 34 59 	,7208572,"3 53 58 12 31 41 37 56 46 59 7 36 33 16 34 6 11 14 40 2 44 38 45 35 32 57 48 21 18 17 10 50 30 25 43 26 60 28 55 52 29 27 54 24 8 49 47 20 22 15 9 51 1 5 4 23 42 39 13 19 
"
simulatedAnnealing,tai60a,8458708,7481138,76497,16273,0,58 31 24 40 51 4 5 29 9 49 16 39 23 1 48 32 47 21 28 10 19 57 37 34 3 12 22 26 35 7 18 44 30 42 8 38 13 33 53 15 43 54 41 59 20 25 27 11 45 6 46 17 0 14 36 2 52 50 55 56 	,7208572,"3 53 58 12 31 41 37 56 46 59 7 36 33 16 34 6 11 14 40 2 44 38 45 35 32 57 48 21 18 17 10 50 30 25 43 26 60 28 55 52 29 27 54 24 8 49 47 20 22 15 9 51 1 5 4 23 42 39 13 19 
"
simulatedAnnealing,tai60a,8553182,7483656,77849,13228,0,7 6 21 19 57 4 48 20 36 41 31 3 49 58 1 32 46 5 15 54 24 2 56 52 42 35 55 39 11 43 13 18 30 28 23 45 33 47 26 27 22 16 40 25 10 29 38 37 9 53 59 17 34 50 12 14 51 0 8 44 	,7208572,"3 53 58 12 31 41 37 56 46 59 7 36 33 16 34 6 11 14 40 2 44 38 45 35 32 57 48 21 18 17 10 50 30 25 43 26 60 28 55 52 29 27 54 24 8 49 47 20 22 15 9 51 1 5 4 23 42 39 13 19 
"
simulatedAnnealing,tai60a,8477704,7485486,86459,12922,0,38 49 42 23 33 56 35 18 36 22 7 39 9 26 11 27 37 58 1 2 19 17 41 45 51 15 30 3 31 0 24 13 52 29 46 4 8 10 43 59 5 6 14 34 44 20 54 40 53 21 57 28 16 50 47 48 55 12 32 25 	,7208572,"3 53 58 12 31 41 37 56 46 59 7 36 33 16 34 6 11 14 40 2 44 38 45 35 32 57 48 21 18 17 10 50 30 25 43 26 60 28 55 52 29 27 54 24 8 49 47 20 22 15 9 51 1 5 4 23 42 39 13 19 
"
simulatedAnnealing,tai60a,8591040,7487616,77096,14112,0,41 56 19 47 16 50 7 22 45 57 5 13 54 1 12 58 18 33 29 51 4 46 48 55 25 34 0 2 20 27 39 11 37 17 26 36 24 8 53 15 43 44 10 38 21 30 40 49 9 6 23 14 59 28 31 3 52 42 32 35 	,7208572,"3 53 58 12 31 41 37 56 46 59 7 36 33 16 34 6 11 14 40 2 44 38 45 35 32 57 48 21 18 17 10 50 30 25 43 26 60 28 55 52 29 27 54 24 8 49 47 20 22 15 9 51 1 5 4 23 42 39 13 19 
"
simulatedAnnealing,tai60a,8665300,7487674,76543,15751,0,45 19 48 47 16 2 28 33 53 51 20 24 34 12 21 31 1 43 41 56 10 40 26 37 6 7 35 15 39 32 54 9 58 55 38 52 27 50 17 25 23 18 8 36 42 29 3 5 30 4 0 11 44 14 22 13 46 57 59 49 	,7208572,"3 53 58 12 31 41 37 56 46 59 7 36 33 16 34 6 11 14 40 2 44 38 45 35 32 57 48 21 18 17 10 50 30 25 43 26 60 28 55 52 29 27 54 24 8 49 47 20 22 15 9 51 1 5 4 23 42 39 13 19 
"
simulatedAnnealing,tai60a,8528764,7487990,81926,13498,0,3 37 32 30 19 53 58 11 33 16 13 59 27 57 22 25 51 15 38 10 56 5 54 44 6 31 20 55 40 41 18 46 7 52 2 50 35 48 0 43 17 42 49 14 12 9 34 1 24 4 8 23 21 26 39 47 36 45 29 28 	,7208572,"3 53 58 12 31 41 37 56 46 59 7 36 33 16 34 6 11 14 40 2 44 38 45 35 32 57 48 21 18 17 10 50 30 25 43 26 60 28 55 52 29 27 54 24 8 49 47 20 22 15 9 51 1 5 4 23 42 39 13 19 
"
simulatedAnnealing,tai60a,8420076,7488890,77860,13000,0,32 5 49 8 7 58 13 37 18 25 16 41 20 10 9 15 47 24 21 40 29 39 35 45 42 14 19 12 34 22 44 50 57 36 11 31 3 1 26 6 28 27 46 30 48 56 38 52 53 4 51 23 0 2 43 55 54 17 33 59 	,7208572,"3 53 58 12 31 41 37 56 46 59 7 36 33 16 34 6 11 14 40 2 44 38 45 35 32 57 48 21 18 17 10 50 30 25 43 26 60 28 55 52 29 27 54 24 8 49 47 20 22 15 9 51 1 5 4 23 42 39 13 19 
"
simulatedAnnealing,tai60a,8527370,7493940,78559,17892,0,8 44 53 56 1 21 57 35 18 39 42 37 26 22 41 17 19 23 14 45 16 13 52 38 10 51 43 30 50 29 7 47 32 48 33 12 3 11 58 15 54 5 24 55 31 27 49 40 25 34 59 36 4 28 20 2 6 0 9 46 	,7208572,"3 53 58 12 31 41 37 56 46 59 7 36 33 16 34 6 11 14 40 2 44 38 45 35 32 57 48 21 18 17 10 50 30 25 43 26 60 28 55 52 29 27 54 24 8 49 47 20 22 15 9 51 1 5 4 23 42 39 13 19 
"
simulatedAnnealing,tai60a,8424944,7494178,76753,13415,0,7 52 34 19 49 53 36 58 27 16 6 13 17 38 21 24 4 51 39 1 40 46 48 9 55 44 37 45 29 57 59 11 0 35 18 33 2 50 10 56 23 54 5 3 28 26 47 20 42 22 14 31 30 25 32 8 41 15 12 43 	,7208572,"3 53 58 12 31 41 37 56 46 59 7 36 33 16 34 6 11 14 40 2 44 38 45 35 32 57 48 21 18 17 10 50 30 25 43 26 60 28 55 52 29 27 54 24 8 49 47 20 22 15 9 51 1 5 4 23 42 39 13 19 
"
simulatedAnnealing,tai60a,8437178,7494414,75792,15422,0,25 39 3 37 29 58 7 38 31 21 14 2 10 45 50 32 4 11 20 26 30 43 52 54 35 5 13 42 53 12 9 0 51 59 18 44 46 1 22 15 40 17 34 16 55 28 36 57 19 24 48 49 47 27 56 8 23 41 33 6 	,7208572,"3 53 58 12 31 41 37 56 46 59 7 36 33 16 34 6 11 14 40 2 44 38 45 35 32 57 48 21 18 17 10 50 30 25 43 26 60 28 55 52 29 27 54 24 8 49 47 20 22 15 9 51 1 5 4 23 42 39 13 19 
"
simulatedAnnealing,tai60a,8550720,7495676,77239,13334,0,25 46 31 19 0 48 14 59 3 42 29 5 6 24 22 30 28 35 18 20 32 33 11 27 13 37 41 1 12 56 51 4 43 45 8 2 55 40 44 53 39 16 47 17 21 26 10 9 54 34 23 36 50 57 58 15 49 38 7 52 	,7208572,"3 53 58 12 31 41 37 56 46 59 7 36 33 16 34 6 11 14 40 2 44 38 45 35 32 57 48 21 18 17 10 50 30 25 43 26 60 28 55 52 29 27 54 24 8 49 47 20 22 15 9 51 1 5 4 23 42 39 13 19 
"
simulatedAnnealing,tai60a,8545266,7496888,76439,13268,0,37 3 31 19 56 34 40 5 22 46 11 32 30 29 6 14 13 16 10 44 58 47 49 15 53 25 21 50 38 26 55 59 28 27 18 45 36 23 52 8 43 35 4 7 51 12 24 9 17 33 42 1 0 39 20 54 41 2 48 57 	,7208572,"3 53 58 12 31 41 37 56 46 59 7 36 33 16 34 6 11 14 40 2 44 38 45 35 32 57 48 21 18 17 10 50 30 25 43 26 60 28 55 52 29 27 54 24 8 49 47 20 22 15 9 51 1 5 4 23 42 39 13 19 
"
simulatedAnnealing,tai60a,8494096,7497008,77768,17185,0,11 41 21 44 0 12 51 37 35 29 50 27 32 16 46 17 6 45 47 42 43 3 22 24 33 48 59 39 10 14 5 1 31 53 25 57 13 56 26 30 38 40 54 23 36 55 2 18 58 34 8 20 28 9 52 15 49 7 19 4 	,7208572,"3 53 58 12 31 41 37 56 46 59 7 36 33 16 34 6 11 14 40 2 44 38 45 35 32 57 48 21 18 17 10 50 30 25 43 26 60 28 55 52 29 27 54 24 8 49 47 20 22 15 9 51 1 5 4 23 42 39 13 19 
"
simulatedAnnealing,tai60a,8414496,7498418,77621,15623,0,17 34 4 58 3 36 41 49 13 12 18 20 50 2 11 30 46 47 23 22 9 33 10 35 40 28 42 52 45 6 44 14 48 27 54 21 26 5 32 31 53 51 24 59 38 29 7 56 0 19 15 8 37 55 39 16 43 57 25 1 	,7208572,"3 53 58 12 31 41 37 56 46 59 7 36 33 16 34 6 11 14 40 2 44 38 45 35 32 57 48 21 18 17 10 50 30 25 43 26 60 28 55 52 29 27 54 24 8 49 47 20 22 15 9 51 1 5 4 23 42 39 13 19 
"
simulatedAnnealing,tai60a,8476168,7502480,76582,17072,0,58 38 5 0 48 55 25 29 13 47 28 22 56 44 46 41 32 49 45 18 30 15 24 7 26 37 8 39 10 1 4 23 43 36 27 2 17 3 20 40 35 11 16 50 9 59 42 34 57 54 6 33 19 31 52 12 53 51 21 14 	,7208572,"3 53 58 12 31 41 37 56 46 59 7 36 33 16 34 6 11 14 40 2 44 38 45 35 32 57 48 21 18 17 10 50 30 25 43 26 60 28 55 52 29 27 54 24 8 49 47 20 22 15 9 51 1 5 4 23 42 39 13 19 
"
simulatedAnnealing,tai60a,8590498,7503520,78387,16374,0,39 46 49 17 41 51 18 27 13 19 20 50 4 15 47 16 40 23 32 25 10 9 43 8 11 42 12 14 57 24 1 56 28 58 31 59 33 52 36 38 21 3 6 34 48 26 45 44 53 2 0 29 5 54 35 30 55 37 22 7 	,7208572,"3 53 58 12 31 41 37 56 46 59 7 36 33 16 34 6 11 14 40 2 44 38 45 35 32 57 48 21 18 17 10 50 30 25 43 26 60 28 55 52 29 27 54 24 8 49 47 20 22 15 9 51 1 5 4 23 42 39 13 19 
"
simulatedAnnealing,tai60a,8515824,7505818,79754,15294,0,36 52 17 43 27 38 8 15 46 41 7 22 37 40 34 48 10 57 6 45 19 24 3 21 23 13 44 9 2 26 42 29 28 55 53 33 5 25 11 18 14 58 50 16 30 32 59 54 20 1 49 35 0 51 47 4 39 31 12 56 	,7208572,"3 53 58 12 31 41 37 56 46 59 7 36 33 16 34 6 11 14 40 2 44 38 45 35 32 57 48 21 18 17 10 50 30 25 43 26 60 28 55 52 29 27 54 24 8 49 47 20 22 15 9 51 1 5 4 23 42 39 13 19 
"
simulatedAnnealing,tai60a,8482436,7506046,76271,14944,0,49 22 18 37 26 58 29 52 8 45 33 21 55 20 3 4 0 16 32 2 46 35 48 54 47 34 41 24 9 10 23 25 13 6 14 51 30 15 27 5 53 11 17 38 40 43 7 28 39 57 36 42 12 50 31 56 44 1 19 59 	,7208572,"3 53 58 12 31 41 37 56 46 59 7 36 33 16 34 6 11 14 40 2 44 38 45 35 32 57 48 21 18 17 10 50 30 25 43 26 60 28 55 52 29 27 54 24 8 49 47 20 22 15 9 51 1 5 4 23 42 39 13 19 
"
simulatedAnnealing,tai60a,8548222,7506894,77652,14641,0,30 48 13 18 19 5 3 54 42 25 14 41 47 33 6 34 36 4 24 46 26 20 43 8 22 59 32 17 11 0 23 27 21 31 58 45 28 29 53 15 40 12 9 44 1 7 37 55 16 51 50 39 2 35 38 10 49 56 52 57 	,7208572,"3 53 58 12 31 41 37 56 46 59 7 36 33 16 34 6 11 14 40 2 44 38 45 35 32 57 48 21 18 17 10 50 30 25 43 26 60 28 55 52 29 27 54 24 8 49 47 20 22 15 9 51 1 5 4 23 42 39 13 19 
"
simulatedAnnealing,tai60a,8540706,7509030,78154,14108,0,9 56 33 4 51 7 17 53 37 32 15 13 45 26 12 0 11 27 43 57 44 54 31 23 39 2 55 1 35 47 48 24 10 6 49 21 52 46 40 14 58 30 25 5 16 28 3 41 38 34 50 42 18 29 20 22 8 36 19 59 	,7208572,"3 53 58 12 31 41 37 56 46 59 7 36 33 16 34 6 11 14 40 2 44 38 45 35 32 57 48 21 18 17 10 50 30 25 43 26 60 28 55 52 29 27 54 24 8 49 47 20 22 15 9 51 1 5 4 23 42 39 13 19 
"
simulatedAnnealing,tai60a,8560388,7509122,76919,13030,0,14 13 11 37 29 27 15 5 21 38 23 59 22 1 3 31 47 58 4 26 32 52 28 19 41 51 8 2 46 49 35 6 10 48 25 36 45 33 20 24 9 43 56 55 57 40 18 0 12 34 17 42 53 7 30 16 39 50 54 44 	,7208572,"3 53 58 12 31 41 37 56 46 59 7 36 33 16 34 6 11 14 40 2 44 38 45 35 32 57 48 21 18 17 10 50 30 25 43 26 60 28 55 52 29 27 54 24 8 49 47 20 22 15 9 51 1 5 4 23 42 39 13 19 
"
simulatedAnnealing,tai60a,8382178,7510222,76332,14370,0,3 44 58 21 29 41 26 18 13 49 9 24 34 17 14 20 56 0 48 8 10 46 5 42 6 11 57 4 55 43 33 35 1 59 40 45 2 15 22 54 47 37 25 51 53 52 38 32 30 31 39 28 7 50 12 16 23 36 27 19 	,7208572,"3 53 58 12 31 41 37 56 46 59 7 36 33 16 34 6 11 14 40 2 44 38 45 35 32 57 48 21 18 17 10 50 30 25 43 26 60 28 55 52 29 27 54 24 8 49 47 20 22 15 9 51 1 5 4 23 42 39 13 19 
"
