Algorithm,Instance,Initial_Score,Score,Number_of_Evaluations,Number_of_Performed_Moves,Number_of_Best_Solution_Updates,Solution,Optimal_Score,Optimal_Solution
simulatedAnnealing,tai60a,8494352,7513094,77090,16434,0,32 39 49 28 8 7 58 55 53 18 12 31 2 34 9 40 4 52 35 44 11 54 22 50 13 20 24 15 56 16 51 14 19 6 37 38 59 3 21 42 48 30 10 29 5 47 46 43 45 1 23 25 33 57 36 27 26 17 0 41 	,7208572,"3 53 58 12 31 41 37 56 46 59 7 36 33 16 34 6 11 14 40 2 44 38 45 35 32 57 48 21 18 17 10 50 30 25 43 26 60 28 55 52 29 27 54 24 8 49 47 20 22 15 9 51 1 5 4 23 42 39 13 19 
"
simulatedAnnealing,tai60a,8553266,7513230,84991,13889,0,1 25 12 54 58 22 5 42 33 51 52 39 59 49 30 0 16 41 21 20 19 26 15 47 34 38 36 40 7 43 27 10 55 53 23 17 24 50 13 35 45 32 6 2 28 9 29 37 46 56 11 57 8 44 48 3 18 4 31 14 	,7208572,"3 53 58 12 31 41 37 56 46 59 7 36 33 16 34 6 11 14 40 2 44 38 45 35 32 57 48 21 18 17 10 50 30 25 43 26 60 28 55 52 29 27 54 24 8 49 47 20 22 15 9 51 1 5 4 23 42 39 13 19 
"
simulatedAnnealing,tai60a,8559290,7513364,77467,16693,0,47 32 11 44 58 54 12 45 0 56 55 53 46 48 37 13 20 29 10 8 18 39 36 30 31 51 5 41 17 14 9 59 3 21 19 7 2 38 49 6 28 24 15 23 52 40 1 4 57 43 16 25 50 33 22 35 42 26 27 34 	,7208572,"3 53 58 12 31 41 37 56 46 59 7 36 33 16 34 6 11 14 40 2 44 38 45 35 32 57 48 21 18 17 10 50 30 25 43 26 60 28 55 52 29 27 54 24 8 49 47 20 22 15 9 51 1 5 4 23 42 39 13 19 
"
simulatedAnnealing,tai60a,8520944,7514586,77838,15909,0,21 6 4 53 22 47 58 33 14 16 25 37 31 26 28 15 59 45 30 44 11 2 12 40 48 34 13 9 24 41 54 7 0 49 39 50 10 57 3 46 35 43 32 36 18 52 51 29 23 27 55 5 56 20 42 17 19 8 38 1 	,7208572,"3 53 58 12 31 41 37 56 46 59 7 36 33 16 34 6 11 14 40 2 44 38 45 35 32 57 48 21 18 17 10 50 30 25 43 26 60 28 55 52 29 27 54 24 8 49 47 20 22 15 9 51 1 5 4 23 42 39 13 19 
"
simulatedAnnealing,tai60a,8425792,7515438,78646,15270,0,48 29 55 28 53 33 31 32 8 52 36 43 59 34 26 20 16 13 1 50 41 27 12 58 18 39 24 10 2 44 15 25 38 19 17 51 6 3 21 9 0 22 40 45 5 54 46 4 42 49 14 56 11 23 37 30 7 57 47 35 	,7208572,"3 53 58 12 31 41 37 56 46 59 7 36 33 16 34 6 11 14 40 2 44 38 45 35 32 57 48 21 18 17 10 50 30 25 43 26 60 28 55 52 29 27 54 24 8 49 47 20 22 15 9 51 1 5 4 23 42 39 13 19 
"
simulatedAnnealing,tai60a,8420312,7515526,77471,14873,0,19 28 46 44 55 4 21 3 31 12 40 0 32 57 50 7 34 53 6 52 47 15 37 27 30 58 11 38 10 14 2 33 18 42 24 35 13 48 41 23 8 29 26 51 49 9 39 59 16 43 1 54 22 5 45 17 20 25 36 56 	,7208572,"3 53 58 12 31 41 37 56 46 59 7 36 33 16 34 6 11 14 40 2 44 38 45 35 32 57 48 21 18 17 10 50 30 25 43 26 60 28 55 52 29 27 54 24 8 49 47 20 22 15 9 51 1 5 4 23 42 39 13 19 
"
simulatedAnnealing,tai60a,8420340,7515610,76572,14374,0,4 20 5 39 40 22 12 29 38 7 46 51 47 44 21 31 45 50 16 10 43 42 2 15 48 59 11 28 24 49 9 52 36 14 34 58 6 54 0 18 1 8 3 41 25 26 33 37 30 19 13 56 32 55 35 27 23 17 57 53 	,7208572,"3 53 58 12 31 41 37 56 46 59 7 36 33 16 34 6 11 14 40 2 44 38 45 35 32 57 48 21 18 17 10 50 30 25 43 26 60 28 55 52 29 27 54 24 8 49 47 20 22 15 9 51 1 5 4 23 42 39 13 19 
"
simulatedAnnealing,tai60a,8462314,7515760,76249,14656,0,35 59 33 41 52 10 21 7 14 11 36 42 58 15 23 55 39 1 28 38 16 20 27 43 8 6 47 44 40 54 22 30 37 46 13 31 34 50 9 51 45 24 48 49 17 26 29 19 18 12 57 5 25 3 4 32 53 0 2 56 	,7208572,"3 53 58 12 31 41 37 56 46 59 7 36 33 16 34 6 11 14 40 2 44 38 45 35 32 57 48 21 18 17 10 50 30 25 43 26 60 28 55 52 29 27 54 24 8 49 47 20 22 15 9 51 1 5 4 23 42 39 13 19 
"
simulatedAnnealing,tai60a,8568520,7516680,76218,13897,0,22 54 27 52 46 50 11 49 51 43 23 38 37 36 41 9 55 24 7 47 29 39 32 33 20 42 10 17 3 16 8 21 26 44 56 1 5 19 31 45 4 58 35 25 40 18 6 34 2 12 59 13 0 30 57 53 28 48 14 15 	,7208572,"3 53 58 12 31 41 37 56 46 59 7 36 33 16 34 6 11 14 40 2 44 38 45 35 32 57 48 21 18 17 10 50 30 25 43 26 60 28 55 52 29 27 54 24 8 49 47 20 22 15 9 51 1 5 4 23 42 39 13 19 
"
simulatedAnnealing,tai60a,8677854,7516870,76607,14415,0,57 46 55 42 51 32 26 29 22 45 40 39 11 33 3 12 16 9 14 1 28 53 52 25 19 6 58 47 8 24 59 38 43 36 31 50 30 49 10 23 2 34 20 35 4 41 21 54 13 17 0 7 15 44 48 5 37 27 56 18 	,7208572,"3 53 58 12 31 41 37 56 46 59 7 36 33 16 34 6 11 14 40 2 44 38 45 35 32 57 48 21 18 17 10 50 30 25 43 26 60 28 55 52 29 27 54 24 8 49 47 20 22 15 9 51 1 5 4 23 42 39 13 19 
"
simulatedAnnealing,tai60a,8483920,7517002,77335,15701,0,3 12 36 9 59 10 19 0 21 4 50 55 29 30 38 40 56 43 26 27 47 5 25 44 20 42 35 16 32 33 34 57 18 46 22 51 13 37 28 2 17 8 11 41 31 24 45 1 54 53 14 23 15 39 52 6 49 48 58 7 	,7208572,"3 53 58 12 31 41 37 56 46 59 7 36 33 16 34 6 11 14 40 2 44 38 45 35 32 57 48 21 18 17 10 50 30 25 43 26 60 28 55 52 29 27 54 24 8 49 47 20 22 15 9 51 1 5 4 23 42 39 13 19 
"
simulatedAnnealing,tai60a,8533392,7517538,77823,14827,0,11 32 49 9 18 29 8 55 36 39 14 54 19 40 35 21 53 52 45 12 48 51 58 27 31 46 56 41 3 1 0 50 4 5 33 7 20 13 43 17 59 44 26 15 57 34 30 23 37 16 47 22 28 10 42 38 24 25 6 2 	,7208572,"3 53 58 12 31 41 37 56 46 59 7 36 33 16 34 6 11 14 40 2 44 38 45 35 32 57 48 21 18 17 10 50 30 25 43 26 60 28 55 52 29 27 54 24 8 49 47 20 22 15 9 51 1 5 4 23 42 39 13 19 
"
simulatedAnnealing,tai60a,8422386,7518982,81228,16056,0,41 24 21 5 32 26 23 7 42 57 54 37 58 30 12 14 43 1 56 8 4 44 20 28 25 34 49 47 15 10 50 31 9 6 40 17 38 0 53 48 29 51 46 22 18 52 35 33 36 16 13 2 55 59 27 19 3 45 11 39 	,7208572,"3 53 58 12 31 41 37 56 46 59 7 36 33 16 34 6 11 14 40 2 44 38 45 35 32 57 48 21 18 17 10 50 30 25 43 26 60 28 55 52 29 27 54 24 8 49 47 20 22 15 9 51 1 5 4 23 42 39 13 19 
"
simulatedAnnealing,tai60a,8406178,7519000,78532,15975,0,17 41 16 55 31 56 22 51 18 14 49 43 50 39 10 26 47 42 53 46 4 45 19 15 28 40 27 30 52 23 25 37 11 2 21 9 3 6 44 58 7 29 24 36 59 5 13 48 20 34 12 54 8 57 32 0 33 35 1 38 	,7208572,"3 53 58 12 31 41 37 56 46 59 7 36 33 16 34 6 11 14 40 2 44 38 45 35 32 57 48 21 18 17 10 50 30 25 43 26 60 28 55 52 29 27 54 24 8 49 47 20 22 15 9 51 1 5 4 23 42 39 13 19 
"
simulatedAnnealing,tai60a,8621034,7519142,77301,17389,0,45 35 8 14 4 18 17 30 57 36 0 38 44 41 56 32 1 26 53 34 10 27 52 24 39 25 58 31 29 40 46 7 6 43 33 15 54 47 50 23 49 48 22 19 5 20 2 13 59 42 55 12 9 51 16 3 28 21 11 37 	,7208572,"3 53 58 12 31 41 37 56 46 59 7 36 33 16 34 6 11 14 40 2 44 38 45 35 32 57 48 21 18 17 10 50 30 25 43 26 60 28 55 52 29 27 54 24 8 49 47 20 22 15 9 51 1 5 4 23 42 39 13 19 
"
simulatedAnnealing,tai60a,8504656,7520182,77985,15942,0,26 32 44 36 41 20 25 8 23 12 35 4 10 56 33 43 30 57 37 53 16 59 9 55 1 58 40 3 5 2 7 19 28 46 45 39 31 17 11 52 13 34 22 48 38 49 0 21 14 29 15 54 18 50 42 6 27 51 24 47 	,7208572,"3 53 58 12 31 41 37 56 46 59 7 36 33 16 34 6 11 14 40 2 44 38 45 35 32 57 48 21 18 17 10 50 30 25 43 26 60 28 55 52 29 27 54 24 8 49 47 20 22 15 9 51 1 5 4 23 42 39 13 19 
"
simulatedAnnealing,tai60a,8555142,7521134,77288,16568,0,24 26 29 6 10 33 14 48 15 19 18 51 40 13 37 12 49 0 2 11 9 59 7 4 43 52 22 32 17 16 8 53 47 50 1 23 28 30 57 35 45 25 58 46 44 3 20 54 34 41 21 31 55 42 38 39 36 56 5 27 	,7208572,"3 53 58 12 31 41 37 56 46 59 7 36 33 16 34 6 11 14 40 2 44 38 45 35 32 57 48 21 18 17 10 50 30 25 43 26 60 28 55 52 29 27 54 24 8 49 47 20 22 15 9 51 1 5 4 23 42 39 13 19 
"
simulatedAnnealing,tai60a,8562318,7521630,84319,16680,0,17 1 5 18 56 31 45 37 24 0 21 51 48 4 2 58 32 38 7 27 20 3 16 39 9 25 14 6 36 52 46 41 10 49 35 23 40 8 13 15 12 57 44 28 54 55 59 19 11 43 34 30 22 53 26 42 50 33 29 47 	,7208572,"3 53 58 12 31 41 37 56 46 59 7 36 33 16 34 6 11 14 40 2 44 38 45 35 32 57 48 21 18 17 10 50 30 25 43 26 60 28 55 52 29 27 54 24 8 49 47 20 22 15 9 51 1 5 4 23 42 39 13 19 
"
simulatedAnnealing,tai60a,8477686,7521968,77390,13621,0,4 20 12 43 25 5 19 32 46 52 59 39 8 34 7 2 16 14 6 30 22 13 26 49 44 31 51 48 27 1 45 57 3 23 58 47 42 53 21 55 11 29 37 0 10 38 17 33 35 56 54 18 50 9 36 28 24 15 41 40 	,7208572,"3 53 58 12 31 41 37 56 46 59 7 36 33 16 34 6 11 14 40 2 44 38 45 35 32 57 48 21 18 17 10 50 30 25 43 26 60 28 55 52 29 27 54 24 8 49 47 20 22 15 9 51 1 5 4 23 42 39 13 19 
"
simulatedAnnealing,tai60a,8525058,7523244,77787,16569,0,12 52 3 53 58 28 44 33 42 30 9 56 20 37 50 7 34 1 14 48 10 49 41 27 54 6 15 32 26 8 22 55 4 18 5 21 45 38 40 57 2 46 51 47 0 19 59 39 31 16 36 43 35 23 29 13 11 17 25 24 	,7208572,"3 53 58 12 31 41 37 56 46 59 7 36 33 16 34 6 11 14 40 2 44 38 45 35 32 57 48 21 18 17 10 50 30 25 43 26 60 28 55 52 29 27 54 24 8 49 47 20 22 15 9 51 1 5 4 23 42 39 13 19 
"
simulatedAnnealing,tai60a,8464854,7524030,77406,15852,0,16 49 18 19 7 26 51 17 54 36 25 29 8 38 56 52 0 30 27 40 32 4 34 42 45 22 58 20 15 44 12 13 50 5 31 47 14 3 10 53 24 43 37 59 11 57 46 28 21 1 55 2 23 6 41 33 9 39 48 35 	,7208572,"3 53 58 12 31 41 37 56 46 59 7 36 33 16 34 6 11 14 40 2 44 38 45 35 32 57 48 21 18 17 10 50 30 25 43 26 60 28 55 52 29 27 54 24 8 49 47 20 22 15 9 51 1 5 4 23 42 39 13 19 
"
simulatedAnnealing,tai60a,8490180,7526846,77236,15336,0,40 41 2 12 48 56 53 55 13 46 35 43 23 19 14 6 42 26 22 39 32 50 58 0 44 25 27 34 16 37 3 49 47 8 17 45 18 20 24 29 59 5 7 9 38 10 31 54 15 30 21 1 28 36 33 57 4 11 52 51 	,7208572,"3 53 58 12 31 41 37 56 46 59 7 36 33 16 34 6 11 14 40 2 44 38 45 35 32 57 48 21 18 17 10 50 30 25 43 26 60 28 55 52 29 27 54 24 8 49 47 20 22 15 9 51 1 5 4 23 42 39 13 19 
"
simulatedAnnealing,tai60a,8590614,7526980,77151,13242,0,18 10 5 6 28 7 23 57 17 54 33 51 31 50 14 20 48 41 24 25 12 40 2 47 37 9 38 34 11 22 53 32 26 16 42 21 55 4 35 45 3 0 59 13 27 58 52 19 30 39 36 43 44 49 15 1 8 46 56 29 	,7208572,"3 53 58 12 31 41 37 56 46 59 7 36 33 16 34 6 11 14 40 2 44 38 45 35 32 57 48 21 18 17 10 50 30 25 43 26 60 28 55 52 29 27 54 24 8 49 47 20 22 15 9 51 1 5 4 23 42 39 13 19 
"
simulatedAnnealing,tai60a,8534706,7527014,76704,12973,0,44 19 4 11 20 57 53 59 50 29 52 41 0 22 40 6 12 32 39 7 34 15 16 25 56 45 55 24 51 14 31 58 10 26 38 46 2 17 42 36 49 33 48 21 18 3 23 35 13 5 54 8 30 1 28 37 47 27 9 43 	,7208572,"3 53 58 12 31 41 37 56 46 59 7 36 33 16 34 6 11 14 40 2 44 38 45 35 32 57 48 21 18 17 10 50 30 25 43 26 60 28 55 52 29 27 54 24 8 49 47 20 22 15 9 51 1 5 4 23 42 39 13 19 
"
simulatedAnnealing,tai60a,8600678,7527186,77414,17223,0,22 3 29 33 13 30 37 47 8 4 5 25 52 39 19 10 32 49 42 7 56 17 41 24 59 14 0 50 31 26 2 40 53 27 16 46 51 55 23 20 21 9 57 44 6 11 15 54 36 28 1 48 38 43 35 34 58 45 18 12 	,7208572,"3 53 58 12 31 41 37 56 46 59 7 36 33 16 34 6 11 14 40 2 44 38 45 35 32 57 48 21 18 17 10 50 30 25 43 26 60 28 55 52 29 27 54 24 8 49 47 20 22 15 9 51 1 5 4 23 42 39 13 19 
"
simulatedAnnealing,tai60a,8548820,7527270,77189,11937,0,55 46 59 53 44 42 0 34 13 39 2 11 27 47 52 12 21 10 5 7 41 57 40 25 56 33 14 30 43 29 4 24 1 50 45 28 6 36 58 26 15 49 23 48 3 37 9 31 18 16 20 32 8 51 38 35 54 17 19 22 	,7208572,"3 53 58 12 31 41 37 56 46 59 7 36 33 16 34 6 11 14 40 2 44 38 45 35 32 57 48 21 18 17 10 50 30 25 43 26 60 28 55 52 29 27 54 24 8 49 47 20 22 15 9 51 1 5 4 23 42 39 13 19 
"
simulatedAnnealing,tai60a,8522386,7528022,76829,14417,0,1 18 25 58 5 20 55 30 13 21 14 48 3 0 4 29 24 45 16 50 49 35 52 54 12 34 33 43 8 10 37 40 32 15 46 38 56 36 19 9 28 59 44 51 2 41 39 47 6 7 57 26 27 53 23 42 31 17 22 11 	,7208572,"3 53 58 12 31 41 37 56 46 59 7 36 33 16 34 6 11 14 40 2 44 38 45 35 32 57 48 21 18 17 10 50 30 25 43 26 60 28 55 52 29 27 54 24 8 49 47 20 22 15 9 51 1 5 4 23 42 39 13 19 
"
simulatedAnnealing,tai60a,8517376,7528586,76717,14891,0,32 10 4 24 26 29 11 22 23 15 58 47 45 6 54 41 35 5 34 9 59 28 43 51 40 57 25 17 1 39 0 3 55 42 14 8 20 52 7 38 18 30 19 13 56 53 16 12 36 46 33 49 44 37 21 48 2 50 27 31 	,7208572,"3 53 58 12 31 41 37 56 46 59 7 36 33 16 34 6 11 14 40 2 44 38 45 35 32 57 48 21 18 17 10 50 30 25 43 26 60 28 55 52 29 27 54 24 8 49 47 20 22 15 9 51 1 5 4 23 42 39 13 19 
"
simulatedAnnealing,tai60a,8651646,7528736,76586,15364,0,44 25 53 49 4 26 58 11 52 7 47 56 35 38 22 55 24 54 45 40 1 3 10 31 8 2 18 29 21 15 39 14 19 33 9 37 48 16 0 17 41 43 34 27 5 20 50 30 13 59 32 42 12 57 46 51 36 28 6 23 	,7208572,"3 53 58 12 31 41 37 56 46 59 7 36 33 16 34 6 11 14 40 2 44 38 45 35 32 57 48 21 18 17 10 50 30 25 43 26 60 28 55 52 29 27 54 24 8 49 47 20 22 15 9 51 1 5 4 23 42 39 13 19 
"
simulatedAnnealing,tai60a,8560810,7531046,76982,15530,0,52 58 19 34 42 22 8 4 23 12 17 27 5 21 32 49 24 47 13 11 53 3 16 29 46 1 50 0 31 41 18 48 9 2 57 7 10 45 43 51 15 35 25 14 26 6 59 56 54 38 30 20 39 55 36 28 40 33 37 44 	,7208572,"3 53 58 12 31 41 37 56 46 59 7 36 33 16 34 6 11 14 40 2 44 38 45 35 32 57 48 21 18 17 10 50 30 25 43 26 60 28 55 52 29 27 54 24 8 49 47 20 22 15 9 51 1 5 4 23 42 39 13 19 
"
simulatedAnnealing,tai60a,8396532,7531332,78010,14809,0,14 20 23 41 46 7 42 57 33 50 24 45 49 2 0 19 40 27 47 51 55 4 53 31 34 26 48 30 10 9 29 22 56 52 38 13 1 44 35 59 37 11 6 15 5 8 25 17 36 3 54 39 12 32 16 21 18 58 43 28 	,7208572,"3 53 58 12 31 41 37 56 46 59 7 36 33 16 34 6 11 14 40 2 44 38 45 35 32 57 48 21 18 17 10 50 30 25 43 26 60 28 55 52 29 27 54 24 8 49 47 20 22 15 9 51 1 5 4 23 42 39 13 19 
"
simulatedAnnealing,tai60a,8438508,7532456,77632,16003,0,55 58 19 20 24 4 10 34 53 8 38 35 30 46 52 32 16 28 51 50 29 57 56 49 43 45 33 40 44 26 39 13 41 9 17 15 54 23 6 0 27 5 7 14 12 48 31 18 21 36 37 2 47 25 42 11 1 59 3 22 	,7208572,"3 53 58 12 31 41 37 56 46 59 7 36 33 16 34 6 11 14 40 2 44 38 45 35 32 57 48 21 18 17 10 50 30 25 43 26 60 28 55 52 29 27 54 24 8 49 47 20 22 15 9 51 1 5 4 23 42 39 13 19 
"
simulatedAnnealing,tai60a,8568288,7532530,76900,16888,0,58 27 7 11 57 52 6 54 33 10 24 19 18 28 21 32 53 9 22 51 56 55 46 50 38 14 15 49 30 48 47 0 26 45 34 36 42 17 29 25 59 35 20 40 8 44 13 23 3 16 4 5 37 2 41 43 1 39 31 12 	,7208572,"3 53 58 12 31 41 37 56 46 59 7 36 33 16 34 6 11 14 40 2 44 38 45 35 32 57 48 21 18 17 10 50 30 25 43 26 60 28 55 52 29 27 54 24 8 49 47 20 22 15 9 51 1 5 4 23 42 39 13 19 
"
simulatedAnnealing,tai60a,8476862,7532998,77235,13120,0,21 24 40 13 46 25 49 16 36 0 8 9 38 59 35 34 29 48 52 45 30 18 10 31 4 56 14 41 17 50 28 42 11 22 1 3 58 27 57 33 6 55 23 2 20 53 44 32 47 19 43 39 5 15 54 37 26 51 12 7 	,7208572,"3 53 58 12 31 41 37 56 46 59 7 36 33 16 34 6 11 14 40 2 44 38 45 35 32 57 48 21 18 17 10 50 30 25 43 26 60 28 55 52 29 27 54 24 8 49 47 20 22 15 9 51 1 5 4 23 42 39 13 19 
"
simulatedAnnealing,tai60a,8512762,7536254,78452,14578,0,51 56 59 37 2 32 3 55 53 19 7 39 12 52 16 49 26 25 24 22 41 10 9 31 27 36 14 1 5 4 35 15 18 8 0 50 57 45 6 42 43 34 17 11 28 40 58 54 33 21 46 30 29 48 38 23 47 20 13 44 	,7208572,"3 53 58 12 31 41 37 56 46 59 7 36 33 16 34 6 11 14 40 2 44 38 45 35 32 57 48 21 18 17 10 50 30 25 43 26 60 28 55 52 29 27 54 24 8 49 47 20 22 15 9 51 1 5 4 23 42 39 13 19 
"
simulatedAnnealing,tai60a,8462888,7540138,76172,15070,0,50 38 17 41 58 54 33 29 47 26 1 48 31 55 52 28 25 0 5 11 10 46 19 32 34 9 43 3 23 18 45 4 57 44 42 27 21 35 2 59 49 20 40 16 30 15 6 22 13 36 8 12 37 39 14 7 53 24 56 51 	,7208572,"3 53 58 12 31 41 37 56 46 59 7 36 33 16 34 6 11 14 40 2 44 38 45 35 32 57 48 21 18 17 10 50 30 25 43 26 60 28 55 52 29 27 54 24 8 49 47 20 22 15 9 51 1 5 4 23 42 39 13 19 
"
simulatedAnnealing,tai60a,8733788,7541618,78444,15216,0,11 57 8 40 42 1 52 23 17 22 5 44 33 51 10 9 20 41 2 18 49 36 31 55 58 48 29 32 12 59 35 15 4 13 28 30 26 53 37 0 25 14 21 54 7 27 3 34 38 46 6 47 56 45 16 24 39 19 50 43 	,7208572,"3 53 58 12 31 41 37 56 46 59 7 36 33 16 34 6 11 14 40 2 44 38 45 35 32 57 48 21 18 17 10 50 30 25 43 26 60 28 55 52 29 27 54 24 8 49 47 20 22 15 9 51 1 5 4 23 42 39 13 19 
"
simulatedAnnealing,tai60a,8490148,7542938,77189,15847,0,32 39 33 20 7 51 13 8 36 3 6 28 34 10 0 24 38 4 1 2 15 23 19 55 43 27 44 12 30 11 25 26 37 54 31 46 18 9 41 35 17 53 48 52 58 50 57 22 40 29 21 45 5 59 47 16 56 49 42 14 	,7208572,"3 53 58 12 31 41 37 56 46 59 7 36 33 16 34 6 11 14 40 2 44 38 45 35 32 57 48 21 18 17 10 50 30 25 43 26 60 28 55 52 29 27 54 24 8 49 47 20 22 15 9 51 1 5 4 23 42 39 13 19 
"
simulatedAnnealing,tai60a,8505038,7544438,77004,14690,0,46 19 38 5 51 10 45 32 8 20 13 11 28 39 16 24 41 48 57 42 2 50 40 44 4 31 59 23 21 33 35 43 14 36 55 53 49 17 34 3 37 27 58 25 12 9 56 30 6 47 26 0 1 18 29 54 52 22 15 7 	,7208572,"3 53 58 12 31 41 37 56 46 59 7 36 33 16 34 6 11 14 40 2 44 38 45 35 32 57 48 21 18 17 10 50 30 25 43 26 60 28 55 52 29 27 54 24 8 49 47 20 22 15 9 51 1 5 4 23 42 39 13 19 
"
simulatedAnnealing,tai60a,8500930,7545174,84336,13657,0,51 28 35 52 6 22 11 33 18 32 0 47 34 16 53 55 42 59 15 38 58 39 48 41 56 5 50 26 49 20 36 14 10 21 9 24 12 43 54 8 25 19 1 46 7 40 4 37 23 44 13 17 27 3 31 2 29 57 30 45 	,7208572,"3 53 58 12 31 41 37 56 46 59 7 36 33 16 34 6 11 14 40 2 44 38 45 35 32 57 48 21 18 17 10 50 30 25 43 26 60 28 55 52 29 27 54 24 8 49 47 20 22 15 9 51 1 5 4 23 42 39 13 19 
"
simulatedAnnealing,tai60a,8506680,7545330,79935,15313,0,40 9 0 7 52 8 10 15 25 4 21 16 30 59 2 6 44 33 39 20 49 53 47 23 31 41 48 42 13 22 54 26 11 12 1 38 58 19 32 46 18 51 3 55 28 24 17 27 35 14 56 50 36 5 45 29 37 57 43 34 	,7208572,"3 53 58 12 31 41 37 56 46 59 7 36 33 16 34 6 11 14 40 2 44 38 45 35 32 57 48 21 18 17 10 50 30 25 43 26 60 28 55 52 29 27 54 24 8 49 47 20 22 15 9 51 1 5 4 23 42 39 13 19 
"
simulatedAnnealing,tai60a,8545634,7546464,77604,14126,0,53 15 27 45 14 11 52 17 30 29 22 10 38 5 44 13 37 25 58 43 16 19 32 46 4 12 21 28 50 48 57 18 55 51 41 42 54 40 35 3 26 39 0 6 7 36 34 9 59 49 24 47 56 1 31 33 8 23 2 20 	,7208572,"3 53 58 12 31 41 37 56 46 59 7 36 33 16 34 6 11 14 40 2 44 38 45 35 32 57 48 21 18 17 10 50 30 25 43 26 60 28 55 52 29 27 54 24 8 49 47 20 22 15 9 51 1 5 4 23 42 39 13 19 
"
simulatedAnnealing,tai60a,8552772,7548440,77863,17556,0,28 14 2 5 32 21 47 42 57 59 18 58 49 13 31 30 16 54 53 33 19 46 43 17 44 26 3 48 50 41 12 9 52 7 55 51 39 11 20 8 23 1 24 25 36 15 37 0 10 56 22 4 40 38 6 29 34 45 27 35 	,7208572,"3 53 58 12 31 41 37 56 46 59 7 36 33 16 34 6 11 14 40 2 44 38 45 35 32 57 48 21 18 17 10 50 30 25 43 26 60 28 55 52 29 27 54 24 8 49 47 20 22 15 9 51 1 5 4 23 42 39 13 19 
"
simulatedAnnealing,tai60a,8505064,7548554,77034,17759,0,27 43 56 42 46 55 49 23 18 59 41 38 30 22 11 40 24 10 50 16 57 17 0 45 9 39 15 37 19 1 36 53 4 48 33 2 7 3 35 13 28 51 34 21 26 20 31 44 52 12 5 14 32 25 54 58 6 29 47 8 	,7208572,"3 53 58 12 31 41 37 56 46 59 7 36 33 16 34 6 11 14 40 2 44 38 45 35 32 57 48 21 18 17 10 50 30 25 43 26 60 28 55 52 29 27 54 24 8 49 47 20 22 15 9 51 1 5 4 23 42 39 13 19 
"
simulatedAnnealing,tai60a,8665540,7548702,83270,16306,0,25 10 51 27 29 19 33 21 13 18 45 53 17 49 44 50 36 8 20 48 14 46 41 32 2 47 0 56 55 34 16 11 37 3 52 9 31 38 43 42 59 7 6 39 58 23 1 15 40 4 22 54 35 12 26 5 30 28 24 57 	,7208572,"3 53 58 12 31 41 37 56 46 59 7 36 33 16 34 6 11 14 40 2 44 38 45 35 32 57 48 21 18 17 10 50 30 25 43 26 60 28 55 52 29 27 54 24 8 49 47 20 22 15 9 51 1 5 4 23 42 39 13 19 
"
simulatedAnnealing,tai60a,8554880,7549698,77410,16327,0,8 24 3 56 0 38 51 2 33 27 1 6 11 42 17 52 5 32 45 7 55 31 41 19 18 46 25 10 12 48 43 30 40 9 36 53 4 54 16 59 57 28 50 49 35 29 22 14 47 13 23 26 15 39 37 34 58 44 20 21 	,7208572,"3 53 58 12 31 41 37 56 46 59 7 36 33 16 34 6 11 14 40 2 44 38 45 35 32 57 48 21 18 17 10 50 30 25 43 26 60 28 55 52 29 27 54 24 8 49 47 20 22 15 9 51 1 5 4 23 42 39 13 19 
"
simulatedAnnealing,tai60a,8387234,7549944,76830,14652,0,32 33 48 56 54 14 36 42 25 26 0 34 28 40 8 16 52 49 12 20 59 57 47 55 21 24 13 9 50 1 17 30 58 3 38 31 11 27 29 10 46 41 4 53 18 6 22 51 45 5 7 23 19 43 2 37 15 35 39 44 	,7208572,"3 53 58 12 31 41 37 56 46 59 7 36 33 16 34 6 11 14 40 2 44 38 45 35 32 57 48 21 18 17 10 50 30 25 43 26 60 28 55 52 29 27 54 24 8 49 47 20 22 15 9 51 1 5 4 23 42 39 13 19 
"
simulatedAnnealing,tai60a,8541260,7553672,76774,14832,0,18 30 1 37 25 44 29 58 9 22 7 49 24 41 5 36 2 27 11 57 19 47 40 12 48 4 8 35 28 16 0 15 3 42 43 54 51 26 6 33 59 13 46 14 38 32 56 39 23 10 45 50 34 31 17 20 52 21 53 55 	,7208572,"3 53 58 12 31 41 37 56 46 59 7 36 33 16 34 6 11 14 40 2 44 38 45 35 32 57 48 21 18 17 10 50 30 25 43 26 60 28 55 52 29 27 54 24 8 49 47 20 22 15 9 51 1 5 4 23 42 39 13 19 
"
simulatedAnnealing,tai60a,8526140,7554308,89512,15241,0,25 22 42 31 23 50 24 38 21 45 5 32 19 20 33 57 4 16 30 34 51 48 43 2 39 0 47 56 53 26 9 15 52 29 40 14 17 37 49 6 12 59 1 7 36 13 46 58 44 27 11 41 3 55 8 35 10 18 54 28 	,7208572,"3 53 58 12 31 41 37 56 46 59 7 36 33 16 34 6 11 14 40 2 44 38 45 35 32 57 48 21 18 17 10 50 30 25 43 26 60 28 55 52 29 27 54 24 8 49 47 20 22 15 9 51 1 5 4 23 42 39 13 19 
"
